Rec,Inf,UID,Name,Nat,2nd Nat,Age,Position,Club,Division,Wage,Mins,Height,Weight,Loan Expires,Expires,Min WD,Max AP,Max WD,Min AP,NP-xG/90,NP-xG,xGP/90,Clr/90,Int/90,Tck/90,Tck R,Tck W,Blk/90,Hdr %,Hdrs W/90,Poss Won/90,Pres A/90,Poss Lost/90,Pas %,Ps C/90,Pr passes/90,Asts/90,xA/90,Cr C/90,Drb/90,Shot %,Shot/90,ShT/90,xG/90,xG-OP,Gls/90,xG,Sprints/90
- - -,,2000166560,Luther Munakandafa,ZIM,ENG,20,"AM (RL), ST (C)",Dartford,Vanarama National League South,â¬425 p/w,3915,"5'9""",68 kg,29/6/2024,30/6/2025,,-,,-,0.26,11.18,-,0.74,1.15,1.1,73%,48,0.16,17%,1.66,2.46,5.66,18.94,88%,21.06,1.06,0.02,0.08,0.09,2.07,37%,2.00,0.74,0.28,0.01,0.28,11.99,5.63
- - -,Ctr,2000216758,Jamal Ibrahim,IRL,,22,ST (C),Weston-super-Mare,Vanarama National League South,,2476,"5'10""",71 kg,-,-,,-,,-,0.18,4.89,-,0.65,0.73,0.95,79%,26,0.18,17%,1.74,1.74,5.05,19.88,89%,18.97,0.87,-,0.07,0.15,1.16,44%,1.49,0.65,0.18,3.11,0.29,4.89,4.91
- - -,,29224247,Corey McKeown,ENG,,22,AM (RL),Spennymoor,Vanarama National League North,â¬725 p/w,3989,"5'10""",77 kg,-,30/6/2025,,-,,-,0.15,6.61,-,1.35,1.96,2.35,82%,104,0.38,16%,1.13,7.42,10.58,14.76,86%,27.12,2.12,0.18,0.26,1.33,4.53,44%,1.44,0.63,0.15,2.39,0.20,6.61,15.23
- - -,,2000110089,Pharrell Brown,ENG,,19,M/AM (R),Rushall,Vanarama National League North,â¬200 p/w,3519,"5'11""",66 kg,29/6/2024,30/6/2025,,-,,-,0.1,3.72,-,1.05,1.64,1.48,83%,58,0.54,16%,1.25,6.42,10.64,12.51,86%,28.54,1.92,0.15,0.13,0.61,2.84,51%,0.95,0.49,0.1,1.28,0.13,3.72,10.38
- - -,,2000140661,Hakeem Sandah,ENG,,19,AM (RLC),Boston Utd,Vanarama National League North,â¬475 p/w,3666,"5'7""",61 kg,29/6/2024,30/6/2025,,-,,-,0.33,13.27,-,0.83,1.28,0.93,72%,38,0.15,16%,1.23,5.03,8.27,7.34,84%,23.03,2.82,0.15,0.18,0.37,2.21,43%,1.77,0.76,0.33,0.73,0.34,13.27,12.79
- - -,,29236669,Cameron Wilson,ENG,,21,AM (R),Scunthorpe,Vanarama National League North,â¬875 p/w,2591,"5'11""",74 kg,-,30/6/2025,,-,,-,0.14,4.17,-,0.9,1.70,2.08,81%,60,0.66,15%,1.08,7.02,10.28,13.93,88%,33.0,2.92,0.14,0.2,1.08,4.62,35%,1.70,0.59,0.14,-2.17,0.07,4.17,11.01
- - -,,29174102,Alfie Beestin,ENG,,26,M (C),Scunthorpe,Vanarama National League North,"â¬1,400 p/w",1067,"5'10""",75 kg,-,30/6/2024,,-,,-,0.11,1.35,-,1.1,1.77,1.69,91%,20,-,15%,0.59,6.41,9.36,9.19,90%,44.2,2.61,0.17,0.15,0.17,1.18,42%,1.60,0.67,0.11,1.65,0.25,1.35,8.27
- - -,,28127532,Sonny Lo-Everton,SCO,ENG,21,M/AM (C),Yeovil,Vanarama National League South,â¬650 p/w,2534,"5'7""",61 kg,-,30/6/2025,,-,,-,0.23,6.41,-,0.67,0.92,1.63,85%,46,0.11,15%,0.85,11.01,8.95,15.09,86%,31.93,3.02,0.39,0.33,0.60,1.35,55%,1.49,0.82,0.23,4.59,0.39,6.41,9.73
- - -,,2000147443,Gabriel Overton,ENG,,19,ST (C),Peterborough Sports,Vanarama National League North,â¬475 p/w,2752,"5'10""",67 kg,29/6/2024,30/6/2025,,-,,-,0.49,14.96,-,0.95,1.21,1.99,74%,61,0.10,15%,1.96,5.62,7.52,8.4,87%,20.44,1.28,0.23,0.17,0.29,2.52,55%,2.49,1.37,0.49,7.04,0.72,14.96,8.96
- - -,IPR,29068440,Michael Clunan,MAS,ENG,30,M (C),Scunthorpe,Vanarama National League North,â¬875 p/w,1167,"5'10""",72 kg,-,30/6/2024,,-,,-,0.15,1.97,-,0.69,1.39,2.31,83%,30,0.15,14%,0.69,6.94,10.57,7.25,87%,35.71,2.62,0.08,0.11,0.31,0.31,47%,1.31,0.62,0.15,0.03,0.15,1.97,8.71
- - -,Hol,61071573,Justin Johnson,NED,ENG,27,M/AM (RL),Chorley,Vanarama National League North,â¬700 p/w,3966,"5'7""",70 kg,-,30/6/2026,,-,,-,0.2,8.74,-,0.95,1.77,1.66,77%,73,0.52,13%,0.86,6.56,10.17,12.8,88%,32.38,2.45,0.27,0.23,0.79,4.15,45%,1.45,0.66,0.2,1.26,0.23,8.74,8.62
- - -,Lst,28109889,Aidan Barlow,ENG,,24,AM (C),Eastleigh,Vanarama National League,"â¬1,100 p/w",1748,"5'9""",72 kg,-,30/6/2026,,-,,-,0.17,3.33,-,0.62,1.08,1.03,77%,20,0.21,13%,0.67,7.67,8.86,20.65,85%,29.04,1.65,-,0.14,0.10,1.34,44%,1.29,0.57,0.21,-1.14,0.15,4.14,8.55
- - -,Wnt,90057559,Alex Newby,ENG,,28,AM (RLC),Altrincham,Vanarama National League,"â¬1,700 p/w",1323,"5'8""",68 kg,-,30/6/2025,,-,,-,0.13,1.89,-,1.02,1.56,1.29,90%,19,0.48,12%,0.82,4.9,10.88,15.24,85%,29.12,2.86,0.41,0.2,1.43,3.06,54%,0.88,0.48,0.13,-0.89,0.07,1.89,11.9
- - -,,28101029,Decarrey Sheriff,ENG,,26,ST (C),Eastbourne Borough,Vanarama National League South,â¬575 p/w,1606,"5'10""",71 kg,-,30/6/2024,,-,,-,0.31,5.54,-,0.5,0.84,1.23,71%,22,0.28,12%,1.18,1.85,7.0,20.57,86%,21.35,0.9,0.22,0.08,0.17,1.18,39%,2.13,0.84,0.31,2.46,0.45,5.54,7.73
- - -,Ctr,29160424,Luke Burgess,ENG,,25,AM (RLC),Southport,Vanarama National League North,,3478,"5'9""",66 kg,-,-,,-,,-,0.09,3.66,-,1.14,1.76,1.55,79%,60,0.36,12%,0.85,5.69,9.96,9.81,84%,26.47,2.04,0.16,0.1,0.41,1.97,33%,0.93,0.31,0.09,0.34,0.10,3.66,11.08
- - -,,90091794,Paul Blackett,ENG,,26,ST (C),South Shields,Vanarama National League North,"â¬1,200 p/w",3194,"5'7""",75 kg,-,30/6/2025,,-,,-,0.54,19.26,-,0.59,0.85,0.9,80%,32,0.06,11%,1.16,3.21,6.45,6.06,90%,19.22,0.65,0.06,0.03,0.17,1.04,45%,2.48,1.13,0.54,3.74,0.65,19.26,5.3
- - -,,29107386,Diego De Girolamo,ITA,ENG,28,ST (C),Buxton,Vanarama National League North,"â¬1,200 p/w",4584,"5'10""",70 kg,-,30/6/2024,,-,,-,0.41,20.72,-,0.35,1.06,1.37,74%,70,0.20,11%,1.47,3.97,6.44,6.54,87%,16.43,0.67,0.20,0.19,1.04,1.37,50%,2.18,1.08,0.55,2.15,0.59,27.85,5.73
- - -,,2000124647,Josiah Dyer,MSR,ENG,19,ST (C),Warrington,Vanarama National League North,"â¬1,000 p/w",2198,"5'11""",73 kg,29/6/2024,30/6/2025,,-,,-,0.29,7.12,-,0.78,0.61,0.86,68%,21,0.04,11%,1.43,3.23,6.1,7.04,89%,19.04,0.78,0.04,0.09,0.12,0.74,70%,1.88,1.31,0.29,7.88,0.61,7.12,5.45
- - -,,2000101649,Aman Panesar,ENG,,19,M/AM (C),King's Lynn,Vanarama National League North,â¬400 p/w,1830,"5'7""",64 kg,-,30/6/2025,,-,,-,0.07,1.5,-,1.52,1.38,1.62,72%,33,0.34,10%,0.69,5.36,8.26,6.3,89%,25.28,0.98,0.05,0.05,0.00,0.74,50%,0.69,0.34,0.07,-0.5,0.05,1.5,8.85
- - -,,89007828,Tom Broadbent,ENG,,32,D (C),South Shields,Vanarama National League North,â¬925 p/w,1934,"6'3""",90 kg,-,30/6/2024,,-,,-,0.06,1.19,-,1.58,1.72,0.74,84%,16,0.74,85%,7.59,14.33,3.3,10.84,82%,55.61,6.33,-,0.05,0.05,-,36%,0.65,0.23,0.06,-0.19,0.05,1.19,6.51
- - -,,2000022092,Marcel Campbell,ENG,,20,M/AM (C),Bishop's Stortford,Vanarama National League North,â¬525 p/w,2283,"5'9""",64 kg,29/6/2024,30/6/2025,,-,,-,0.12,3.09,-,0.91,1.85,0.83,70%,21,0.43,10%,0.55,5.76,9.19,9.19,87%,29.8,2.09,0.04,0.15,0.47,1.50,41%,1.06,0.43,0.12,2.91,0.24,3.09,9.89
- - -,Wnt,28122210,Dempsey Arlott-John,ENG,ATG,22,"AM (RL), ST (C)",Tamworth,Vanarama National League North,â¬180 p/w,1108,"5'9""",79 kg,-,30/6/2024,,-,,-,0.15,1.88,-,1.06,1.54,2.68,85%,33,0.49,9%,0.73,6.74,12.51,11.7,88%,28.35,3.09,0.32,0.25,0.81,3.98,30%,1.62,0.49,0.15,1.12,0.24,1.88,13.65
- - -,,28091360,Cal Roberts,ENG,,27,M/AM (R),Scunthorpe,Vanarama National League North,"â¬1,400 p/w",2174,"5'8""",65 kg,-,30/6/2025,,-,,-,0.28,6.72,-,1.28,1.74,1.66,78%,40,0.21,8%,0.46,6.13,7.7,14.99,86%,37.47,3.15,0.33,0.15,0.83,3.48,44%,2.24,0.99,0.31,1.49,0.37,7.51,10.56
- - -,Lst,29121689,Jacob Marsden,ENG,,27,GK,Chelmsford,Vanarama National League South,â¬550 p/w,1170,"6'1""",69 kg,-,30/6/2026,,-,,-,0.0,0.0,0.00,7.46,0.08,0.0,0%,0,-,-,-,2.92,0.0,11.85,67%,15.0,0.23,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,Ctr,90038591,Aaron Chapman,ENG,,34,GK,Boston Utd,Vanarama National League North,,1658,"6'8""",91 kg,-,-,,-,,-,0.0,0.0,-0.49,6.84,0.33,0.0,0%,0,-,-,-,6.46,0.0,12.38,41%,7.49,0.98,-,0.01,-,-,-,-,-,0.0,0.0,-,0.0,0.38
- - -,,2000124630,Charlie Hickingbottom,ENG,,19,D (C),Farsley,Vanarama National League North,â¬475 p/w,2662,"6'2""",79 kg,29/6/2024,30/6/2025,,-,,-,0.04,1.2,-,1.89,1.49,1.01,79%,30,0.37,84%,8.18,13.59,2.84,9.23,81%,36.18,4.77,-,0.06,0.00,0.03,31%,0.54,0.17,0.04,0.8,0.07,1.2,4.16
- - -,,2000137619,Nathan Fisher,ENG,,19,GK,Chester,Vanarama National League North,â¬925 p/w,3240,"6'3""",71 kg,29/6/2024,30/6/2025,,-,,-,0.0,0.0,-0.10,10.58,0.42,0.03,20%,1,-,-,-,8.06,0.0,13.94,41%,7.78,1.61,0.06,0.03,-,-,-,-,-,0.0,0.0,-,0.0,0.22
- - -,,29109096,Ben Dudzinski,ENG,,27,GK,Eastbourne Borough,Vanarama National League South,â¬575 p/w,5115,"6'2""",78 kg,-,30/6/2024,,-,,-,0.0,0.0,0.16,7.99,0.02,0.05,30%,3,-,-,-,3.55,0.0,9.73,47%,10.15,0.19,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.04
- - -,,29037157,Joe McNerney,ENG,,34,D (C),Havant & W,Vanarama National League South,â¬650 p/w,2191,"6'3""",79 kg,-,31/5/2025,,-,,-,0.12,2.94,-,1.68,1.27,1.15,80%,28,0.53,83%,8.01,14.87,2.83,4.72,78%,42.27,3.82,-,0.04,0.04,-,24%,1.19,0.29,0.12,0.06,0.12,2.94,5.42
- - -,,29077766,James Montgomery,ENG,,30,GK,Spennymoor,Vanarama National League North,â¬700 p/w,4023,"6'2""",80 kg,-,30/6/2024,,-,,-,0.0,0.0,-0.11,12.17,0.54,0.02,20%,1,-,-,-,5.53,0.0,13.15,54%,10.69,1.34,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.02
- - -,,2000044538,Lebrun Mbeka,ENG,,27,"D (C), DM",Spennymoor,Vanarama National League North,â¬350 p/w,3587,"6'6""",87 kg,-,30/6/2024,,-,,-,0.13,5.21,-,1.56,1.73,1.68,78%,67,0.23,83%,6.57,13.07,4.29,8.53,85%,42.65,3.71,0.03,0.05,0.05,0.78,44%,1.56,0.68,0.17,3.2,0.25,6.8,5.82
- - -,Wnt,29189397,Max Ram,ENG,,23,D (RC),Gloucester,Vanarama National League North,â¬350 p/w,3971,"6'3""",86 kg,-,30/6/2024,,-,,-,0.06,2.59,-,2.24,2.40,2.9,83%,128,0.75,82%,7.75,16.34,7.25,11.67,86%,50.31,5.1,0.09,0.08,0.32,0.82,40%,0.68,0.27,0.06,-2.59,-,2.59,6.41
- - -,Wnt,28060298,Ross Fitzsimons,IRL,ENG,30,GK,Scunthorpe,Vanarama National League North,"â¬1,200 p/w",4590,"6'1""",75 kg,-,30/6/2025,,-,,-,0.0,0.0,-0.15,7.25,0.82,0.0,0%,0,-,-,-,9.06,0.0,10.04,62%,12.67,0.9,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.1
- - -,Wnt,2000139665,Olly Evans,ENG,,19,D (LC),Bishop's Stortford,Vanarama National League North,â¬400 p/w,3191,"6'1""",79 kg,29/6/2024,30/6/2024,,-,,-,0.03,1.23,-,2.31,2.09,3.13,79%,111,0.79,82%,6.43,14.3,6.18,10.86,82%,36.61,3.89,0.11,0.07,0.34,0.11,50%,0.28,0.14,0.03,-0.23,0.03,1.23,4.46
- - -,,28059728,Peter Crook,ENG,,30,GK,Peterborough Sports,Vanarama National League North,â¬650 p/w,4500,"6'3""",99 kg,-,30/6/2026,,-,,-,0.0,0.0,-0.06,10.44,0.26,0.0,0%,0,-,-,-,6.6,0.0,14.48,34%,5.88,1.4,-,0.01,-,-,-,-,-,0.0,0.0,-,0.0,0.08
- - -,,2000140695,Josey Casa-Grande,ENG,,19,GK,King's Lynn,Vanarama National League North,â¬300 p/w,2430,"6'1""",80 kg,29/6/2024,30/6/2025,,-,,-,0.0,0.0,-0.24,11.22,0.89,0.04,50%,1,-,-,-,8.04,0.0,18.37,26%,5.52,0.52,-,0.01,-,-,-,-,-,0.0,0.0,-,0.0,0.07
- - -,,2000027042,Jak Stewart,ENG,,20,GK,Taunton,Vanarama National League South,â¬300 p/w,4270,"6'0""",74 kg,-,30/6/2024,,-,,-,0.0,0.0,0.12,9.06,0.04,0.02,20%,1,-,-,-,2.34,0.0,10.14,54%,11.76,0.04,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,Hol,2000191455,Kier Barry,ENG,,18,GK,Chorley,Vanarama National League North,â¬60 p/w,1260,"6'2""",75 kg,-,30/6/2024,,-,,-,0.0,0.0,-0.38,0.93,0.14,0.07,33%,1,-,-,-,9.36,0.0,7.36,76%,21.79,0.93,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,Ctr,28121310,Roco Rees,ENG,,22,GK,Worthing,Vanarama National League South,â¬300 p/w,4861,"6'3""",85 kg,-,-,,-,,-,0.0,0.0,0.14,7.91,0.04,0.04,67%,2,-,-,-,4.3,0.0,7.72,50%,11.63,0.02,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.04
- - -,,28059685,George Willis,ENG,,28,GK,Alfreton,Vanarama National League North,â¬550 p/w,4466,"5'11""",72 kg,-,30/6/2025,,-,,-,0.0,0.0,-0.10,10.02,0.56,0.02,13%,1,-,-,-,7.82,0.0,15.52,47%,10.4,1.85,0.02,0.01,-,-,-,-,-,0.0,0.0,-,0.0,0.2
- - -,Int,28100544,Reiss Greenidge,GRN,ENG,27,D (C),Maidstone,Vanarama National League South,â¬650 p/w,2587,"6'6""",104 kg,-,30/6/2024,,-,,-,0.1,2.78,-,1.53,1.81,0.87,71%,25,0.52,82%,7.24,12.73,3.27,4.77,79%,42.65,4.28,-,0.03,0.03,0.07,5%,0.66,0.03,0.1,-2.78,-,2.78,4.8
- - -,Hol,28047246,Matt Urwin,ENG,,30,GK,Chorley,Vanarama National League North,â¬475 p/w,3369,"6'1""",77 kg,-,30/6/2024,,-,,-,0.0,0.0,-0.11,1.18,0.48,0.03,25%,1,-,-,-,11.51,0.0,5.26,83%,23.29,1.12,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.03
- - -,IPR,29171865,Cameron Gregory,IND,ENG,24,GK,Boston Utd,Vanarama National League North,â¬400 p/w,2932,"6'4""",75 kg,-,30/6/2024,,-,,-,0.0,0.0,-0.12,9.36,0.68,0.03,33%,1,-,-,-,7.61,0.0,14.55,38%,7.4,1.44,0.03,0.01,-,-,-,-,-,0.0,0.0,-,0.0,0.03
- - -,,2000150262,Harley Earle,ENG,,20,GK,Maidstone,Vanarama National League South,â¬150 p/w,1339,"6'2""",76 kg,-,30/6/2025,,-,,-,0.0,0.0,-0.31,9.07,-,0.07,33%,1,-,-,-,1.21,0.0,11.43,57%,11.02,0.07,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,,28018767,Mark Halstead,ENG,,33,GK,Torquay,Vanarama National League South,â¬875 p/w,3483,"6'3""",87 kg,-,30/6/2024,,-,,-,0.0,0.0,0.14,8.91,0.08,0.03,33%,1,-,-,-,4.5,0.0,6.9,46%,10.47,0.13,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,,90092803,Devon Matthews,ENG,,24,D (C),Curzon Ashton,Vanarama National League North,â¬250 p/w,3251,"6'3""",87 kg,-,30/6/2025,,-,,-,0.05,1.8,-,2.27,1.66,1.05,67%,38,0.72,82%,8.47,14.62,3.41,11.77,77%,38.59,4.24,0.03,0.01,0.00,0.06,38%,0.58,0.22,0.05,-0.8,0.03,1.8,4.37
- - -,,95040801,Ryan Whitley,ENG,,24,GK,Scarborough Athletic,Vanarama National League North,â¬575 p/w,4220,"6'5""",83 kg,-,30/6/2025,,-,,-,0.0,0.0,0.26,9.7,0.58,0.11,56%,5,-,-,-,6.14,0.0,14.23,35%,5.89,0.9,-,0.01,-,-,-,-,-,0.0,0.0,-,0.0,0.04
- - -,,2000118107,Noah Phillips,ENG,,19,GK,Gloucester,Vanarama National League North,â¬275 p/w,4140,"6'5""",82 kg,29/6/2024,30/6/2025,,-,,-,0.0,0.0,-0.24,10.07,0.24,0.02,9%,1,-,-,-,6.09,0.0,14.07,34%,5.83,1.78,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.09
- - -,,28103583,Jared Thompson,NIR,ENG,25,GK,Weymouth,Vanarama National League South,â¬725 p/w,4401,"6'2""",74 kg,-,30/6/2025,,-,,-,0.0,0.0,0.03,9.71,0.08,0.0,0%,0,-,-,-,4.17,0.0,7.67,43%,9.82,0.16,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,,19118610,Lucas Covolan,BRA,ENG,32,GK,Maidstone,Vanarama National League South,â¬825 p/w,3251,"6'4""",89 kg,-,30/6/2024,,-,,-,0.0,0.0,-0.38,9.05,0.06,0.0,0%,0,-,-,-,2.71,0.0,9.83,52%,10.74,0.08,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.03
- - -,,52100897,Sean Callan,IRL,,24,D (C),Weston-super-Mare,Vanarama National League South,â¬325 p/w,1564,"6'2""",87 kg,-,30/6/2025,,-,,-,0.07,1.14,-,1.38,1.67,0.86,65%,15,0.40,81%,6.45,14.56,3.05,5.47,87%,48.74,4.43,-,0.02,0.00,0.06,15%,0.75,0.12,0.07,-1.14,-,1.14,3.97
- - -,,90043947,Jake Lawlor,ENG,,33,D (C),Darlington,Vanarama National League North,â¬525 p/w,3636,"6'4""",73 kg,-,30/6/2024,,-,,-,0.08,3.1,-,1.36,1.36,1.21,84%,49,0.42,81%,8.96,14.18,3.02,9.6,82%,44.75,4.21,-,0.04,0.02,-,52%,0.82,0.42,0.08,4.9,0.20,3.1,5.99
- - -,,2000108907,Ellis Craven,ENG,,19,GK,Chelmsford,Vanarama National League South,â¬575 p/w,3461,"5'11""",75 kg,29/6/2024,30/6/2025,,-,,-,0.0,0.0,0.34,8.04,0.03,0.0,0%,0,-,-,-,6.89,0.0,5.85,64%,15.0,0.34,0.03,0.01,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,,29158803,Will Henry,ENG,,25,GK,Chippenham,Vanarama National League South,â¬375 p/w,4339,"6'0""",75 kg,-,30/6/2025,,-,,-,0.0,0.0,0.04,7.84,0.06,0.0,0%,0,-,-,-,3.98,0.0,7.38,57%,12.01,0.04,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,,89001874,Jack Turner,ENG,,31,GK,Farnborough,Vanarama National League South,â¬325 p/w,4356,"6'2""",86 kg,-,30/6/2024,,-,,-,0.0,0.0,0.08,8.76,0.06,0.0,0%,0,-,-,-,4.26,0.0,7.71,50%,11.14,0.17,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,,29143878,Myles Boney,ENG,,26,GK,South Shields,Vanarama National League North,"â¬1,000 p/w",4320,"5'11""",74 kg,-,30/6/2026,,-,,-,0.0,0.0,-0.04,9.81,0.73,0.06,30%,3,-,-,-,8.52,0.0,12.58,67%,18.15,1.31,0.02,0.02,-,-,-,-,-,0.0,0.0,-,0.0,0.12
- - -,,29160441,Jack Sims,ENG,,25,GK,Braintree,Vanarama National League South,â¬300 p/w,3443,"6'0""",76 kg,-,30/6/2025,,-,,-,0.0,0.0,0.06,8.7,0.10,0.03,14%,1,-,-,-,3.69,0.0,9.28,54%,11.79,0.1,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.03
- - -,Lst,29139703,Mathew Hudson,ENG,,25,GK,Oldham,Vanarama National League,â¬750 p/w,2271,"6'4""",70 kg,-,30/6/2025,,-,,-,0.0,0.0,-0.23,7.93,-,0.0,0%,0,-,-,-,3.37,0.0,9.55,50%,10.15,0.04,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,,89064938,Rhys Byrne,ENG,WAL,21,GK,Dover,Vanarama National League South,â¬875 p/w,4129,"6'4""",72 kg,29/6/2024,30/6/2025,,-,,-,0.0,0.0,-0.05,8.33,0.09,0.02,20%,1,-,-,-,3.03,0.0,8.46,50%,10.64,0.22,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.04
- - -,,29129075,Rhys Lovett,ENG,,27,GK,Torquay,Vanarama National League South,â¬500 p/w,1407,"6'1""",78 kg,-,30/6/2025,,-,,-,0.0,0.0,-0.13,8.06,-,0.0,0%,0,-,-,-,4.03,0.0,9.72,46%,9.98,0.58,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,Ret,29031456,Jack Giddens,ENG,,32,GK,Bishop's Stortford,Vanarama National League North,â¬575 p/w,4680,"6'1""",75 kg,-,30/6/2024,,-,,-,0.0,0.0,-0.13,10.71,0.46,0.02,5%,1,-,-,-,9.19,0.0,16.73,43%,10.58,1.71,-,0.01,-,-,-,-,-,0.0,0.0,-,0.0,0.1
- - -,,28109688,Dan Atherton,ENG,,24,GK,Warrington,Vanarama National League North,â¬400 p/w,4272,"6'6""",83 kg,-,30/6/2025,,-,,-,0.0,0.0,-0.07,11.44,0.59,0.0,0%,0,-,-,-,7.35,0.0,14.37,35%,6.43,1.43,0.02,0.03,-,-,-,-,-,0.0,0.0,-,0.0,0.21
- - -,,29125891,Craig King,ENG,,26,GK,Hemel Hempstead,Vanarama National League South,â¬450 p/w,3713,"6'5""",85 kg,-,30/6/2025,,-,,-,0.0,0.0,0.16,8.31,-,0.02,25%,1,-,-,-,4.34,0.0,8.14,60%,12.8,0.22,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
- - -,Ctr,29194190,Adam Desbois,ENG,,23,GK,Hampton & Richmond,Vanarama National League South,â¬230 p/w,3710,"6'2""",79 kg,-,-,,-,,-,0.0,0.0,0.05,9.29,-,0.02,50%,1,-,-,-,4.39,0.0,6.82,61%,13.71,0.1,-,0.0,-,-,-,-,-,0.0,0.0,-,0.0,0.0
